pokedex_number,name,japanese_name,base_total,attack,defense,sp_attack,sp_defense,speed,hp,capture_rate,experience_growth,type1,type2,classification,generation,is_legendary,x,y
554,Darumaka,Darumakkaダルマッカ,315,90,45,15,45,50,70,120,1059860,fire,,Zen Charm Pokémon,5,0,-12.427693367004395,-20.70538330078125
555,Darmanitan,Hihidarumaヒヒダルマ,540,30,105,140,105,55,105,60,1059860,fire,fire,Blazing Pokémon,5,0,2.8365087509155273,24.77941131591797
556,Maractus,Maracacchiマラカッチ,461,86,67,106,67,60,75,255,1000000,grass,,Cactus Pokémon,5,0,8.263089179992676,13.955026626586914
557,Dwebble,Ishizumaiイシズマイ,325,65,85,35,35,55,50,190,1000000,bug,rock,Rock Inn Pokémon,5,0,-13.014509201049805,-15.975248336791992
558,Crustle,Iwapalaceイワパレス,485,105,125,65,75,45,70,75,1000000,bug,rock,Stone Home Pokémon,5,0,-21.35018539428711,12.844740867614746
559,Scraggy,Zurugguズルッグ,348,75,70,35,70,48,50,180,1000000,dark,fighting,Shedding Pokémon,5,0,-8.53182601928711,-13.281145095825195
560,Scrafty,Zuruzukinズルズキン,488,90,115,45,115,58,65,90,1000000,dark,fighting,Hoodlum Pokémon,5,0,-23.240367889404297,4.614190101623535
561,Sigilyph,Symbolerシンボラー,490,58,80,103,80,97,72,45,1000000,psychic,flying,Avianoid Pokémon,5,0,17.392311096191406,3.7142333984375
562,Yamask,Desumasuデスマス,303,30,85,55,65,30,38,190,1000000,ghost,,Spirit Pokémon,5,0,-3.7554070949554443,-20.016414642333984
563,Cofagrigus,Desukarnデスカーン,483,50,145,95,105,30,58,90,1000000,ghost,,Coffin Pokémon,5,0,-20.17805290222168,6.398399829864502
564,Tirtouga,Protogaプロトーガ,355,78,103,53,45,22,54,45,1000000,water,rock,Prototurtle Pokémon,5,0,-17.046491622924805,-13.319968223571777
565,Carracosta,Abagouraアバゴーラ,495,108,133,83,65,32,74,45,1000000,water,rock,Prototurtle Pokémon,5,0,-21.224512100219727,11.457427978515625
566,Archen,Archenアーケン,401,112,45,74,45,70,55,45,1000000,rock,flying,First Bird Pokémon,5,0,10.684073448181152,-8.943912506103516
567,Archeops,Archeosアーケオス,567,140,65,112,65,110,75,45,1000000,rock,flying,First Bird Pokémon,5,0,23.381330490112305,20.120418548583984
568,Trubbish,Yabukuronヤブクロン,329,50,62,40,62,65,50,190,1000000,poison,,Trash Bag Pokémon,5,0,-0.3734194338321686,-29.923084259033203
569,Garbodor,Dustdasダストダス,474,95,82,60,82,75,80,60,1000000,poison,,Trash Heap Pokémon,5,0,-8.880433082580566,16.535202026367188
570,Zorua,Zoruaゾロア,330,65,40,80,40,65,40,75,1059860,dark,,Tricky Fox Pokémon,5,0,7.0673828125,-34.53339385986328
571,Zoroark,Zoroarkゾロアーク,510,105,60,120,60,105,60,45,1059860,dark,,Illusion Fox Pokémon,5,0,15.527368545532227,10.745210647583008
572,Minccino,Chillarmyチラーミィ,300,50,40,40,40,75,55,255,800000,normal,,Chinchilla Pokémon,5,0,-0.27786415815353394,-37.60908508300781
573,Cinccino,Chillaccinoチラチーノ,470,95,60,65,60,115,75,60,800000,normal,,Scarf Pokémon,5,0,9.403488159179688,4.880494117736816
574,Gothita,Gothimuゴチム,290,30,50,55,65,45,45,200,1059860,psychic,,Fixation Pokémon,5,0,4.634711742401123,-27.665950775146484
575,Gothorita,Gothimiruゴチミル,390,45,70,75,85,55,60,100,1059860,psychic,,Manipulate Pokémon,5,0,-5.454394340515137,-1.709332823753357
576,Gothitelle,Gothiruselleゴチルゼル,490,55,95,95,110,65,70,50,1059860,psychic,,Astral Body Pokémon,5,0,0.1751498281955719,24.487424850463867
577,Solosis,Uniranユニラン,290,30,40,105,50,20,45,200,1059860,psychic,,Cell Pokémon,5,0,9.503856658935547,-16.163209915161133
578,Duosion,Doublanダブラン,370,40,50,125,60,30,65,100,1059860,psychic,,Mitosis Pokémon,5,0,9.47933292388916,-15.487349510192871
579,Reuniclus,Lanculusランクルス,490,65,75,125,85,30,110,50,1059860,psychic,,Multiplying Pokémon,5,0,-2.270221471786499,19.234233856201172
580,Ducklett,Koaruhieコアルヒー,305,44,50,44,50,55,62,190,1000000,water,flying,Water Bird Pokémon,5,0,-2.3887383937835693,-30.398998260498047
581,Swanna,Swannaスワンナ,473,87,63,87,63,98,75,45,1000000,water,flying,White Bird Pokémon,5,0,13.433423042297363,7.477952480316162
582,Vanillite,Vanipetiバニプッチ,305,50,50,65,60,44,36,255,1250000,ice,,Fresh Snow Pokémon,5,0,2.124514579772949,-24.266326904296875
583,Vanillish,Vanirichバニリッチ,395,65,65,80,75,59,51,120,1250000,ice,,Icy Snow Pokémon,5,0,-3.7529072761535645,-0.9368478655815125
584,Vanilluxe,Baivanillaバイバニラ,535,95,85,110,95,79,71,45,1250000,ice,,Snowstorm Pokémon,5,0,11.181958198547363,22.426654815673828
585,Deerling,Shikijikaシキジカ,335,60,50,40,50,75,60,190,1000000,normal,grass,Season Pokémon,5,0,-0.4993235170841217,-12.897407531738281
586,Sawsbuck,Mebukijikaメブキジカ,475,100,70,60,70,95,80,75,1000000,normal,grass,Season Pokémon,5,0,6.496739864349365,6.338983535766602
587,Emolga,Emongaエモンガ,428,75,60,75,60,103,55,200,1000000,electric,flying,Sky Squirrel Pokémon,5,0,17.295597076416016,-1.9269888401031494
588,Karrablast,Kaburumoカブルモ,315,75,45,40,45,60,50,200,1000000,bug,,Clamping Pokémon,5,0,-5.45012092590332,-16.09933853149414
589,Escavalier,Chevargoシュバルゴ,495,135,105,60,105,20,70,75,1000000,bug,steel,Cavalry Pokémon,5,0,-17.199199676513672,13.040875434875488
590,Foongus,Tamagetakeタマゲタケ,294,55,45,55,55,15,69,190,1000000,grass,poison,Mushroom Pokémon,5,0,5.2975006103515625,-21.021697998046875
591,Amoonguss,Morobareruモロバレル,464,85,70,85,80,30,114,75,1000000,grass,poison,Mushroom Pokémon,5,0,-3.7569386959075928,16.362762451171875
592,Frillish,Pururillプルリル,335,40,50,65,85,40,55,190,1000000,water,ghost,Floating Pokémon,5,0,7.867562770843506,-27.60074234008789
593,Jellicent,Burungelブルンゲル,480,60,70,85,105,60,100,60,1000000,water,ghost,Floating Pokémon,5,0,-2.799009323120117,22.929046630859375
594,Alomomola,Mamanbouママンボウ,470,75,80,40,45,65,165,75,800000,water,,Caring Pokémon,5,0,-2.9640533924102783,9.5655517578125
595,Joltik,Bachuruバチュル,319,47,50,57,50,65,50,190,1000000,bug,electric,Attaching Pokémon,5,0,2.0394699573516846,-32.615535736083984
596,Galvantula,Dentulaデンチュラ,472,77,60,97,60,108,70,75,1000000,bug,electric,EleSpider Pokémon,5,0,15.294783592224121,5.977667808532715
597,Ferroseed,Tesseedテッシード,305,50,91,24,86,10,44,255,1000000,grass,steel,Thorn Seed Pokémon,5,0,-16.241010665893555,-5.560192584991455
598,Ferrothorn,Nutreyナットレイ,489,94,131,54,116,20,74,90,1000000,grass,steel,Thorn Pod Pokémon,5,0,-19.96091651916504,3.510054588317871
599,Klink,Giaruギアル,300,55,70,45,60,30,40,130,1059860,steel,,Gear Pokémon,5,0,-4.32395601272583,-21.793479919433594
600,Klang,Gigiaruギギアル,440,80,95,70,85,50,60,60,1059860,steel,,Gear Pokémon,5,0,-12.021960258483887,0.4116678833961487
601,Klinklang,Gigigiaruギギギアル,520,100,115,70,85,90,60,30,1059860,steel,,Gear Pokémon,5,0,-18.77935028076172,21.20610809326172
602,Tynamo,Shibishirasuシビシラス,275,55,40,45,40,60,35,190,1250000,electric,,EleFish Pokémon,5,0,-1.6762468814849854,-35.849937438964844
603,Eelektrik,Shibibeelシビビール,405,85,70,75,70,40,65,60,1250000,electric,,EleFish Pokémon,5,0,-6.768441200256348,2.332247018814087
604,Eelektross,Shibirudonシビルドン,515,115,80,105,80,50,85,30,1250000,electric,,EleFish Pokémon,5,0,8.812169075012207,16.798599243164062
605,Elgyem,Ligrayリグレー,335,55,55,85,55,30,55,255,1000000,psychic,,Cerebral Pokémon,5,0,2.341148614883423,-19.773916244506836
606,Beheeyem,Ohbemオーベム,485,75,75,125,95,40,75,90,1000000,psychic,,Cerebral Pokémon,5,0,2.5960099697113037,22.191804885864258
607,Litwick,Hitomoshiヒトモシ,275,30,55,65,55,20,50,190,1059860,ghost,fire,Candle Pokémon,5,0,3.956390857696533,-24.86281967163086
608,Lampent,Lamplerランプラー,370,40,60,95,60,55,60,90,1059860,ghost,fire,Lamp Pokémon,5,0,7.94885778427124,-13.726910591125488
609,Chandelure,Chandelaシャンデラ,520,55,90,145,90,80,60,45,1059860,ghost,fire,Luring Pokémon,5,0,5.924203872680664,20.86056137084961
610,Axew,Kibagoキバゴ,320,87,60,30,40,57,46,75,1250000,dragon,,Tusk Pokémon,5,0,-8.207426071166992,-16.754430770874023
611,Fraxure,Onondoオノンド,410,117,70,40,50,67,66,60,1250000,dragon,,Axe Jaw Pokémon,5,0,-11.860404968261719,7.546318054199219
612,Haxorus,Ononokusオノノクス,540,147,90,60,70,97,76,45,1250000,dragon,,Axe Jaw Pokémon,5,0,-13.011693954467773,22.742313385009766
613,Cubchoo,Kumasyunクマシュン,305,70,40,60,40,40,55,120,1000000,ice,,Chill Pokémon,5,0,9.408370018005371,-22.409759521484375
614,Beartic,Tunbearツンベアー,505,130,80,70,80,50,95,60,1000000,ice,,Freezing Pokémon,5,0,-14.339481353759766,15.711019515991211
615,Cryogonal,Freegeoフリージオ,515,50,50,95,135,105,80,25,1000000,ice,,Crystallizing Pokémon,5,0,0.9052565097808838,29.925039291381836
616,Shelmet,Chobomakiチョボマキ,305,40,85,40,65,25,50,200,1000000,bug,,Snail Pokémon,5,0,-4.4832987785339355,-20.118480682373047
617,Accelgor,Agilderアギルダー,495,70,40,100,60,145,80,75,1000000,bug,,Shell Out Pokémon,5,0,20.658946990966797,1.1607881784439087
618,Stunfisk,Maggyoマッギョ,471,66,84,81,99,32,109,75,1000000,ground,electric,Trap Pokémon,5,0,-4.099421977996826,17.672237396240234
619,Mienfoo,Kojofuコジョフー,350,85,50,55,50,65,45,180,1059860,fighting,,Martial Arts Pokémon,5,0,-4.742171764373779,-12.43297004699707
620,Mienshao,Kojondoコジョンド,510,125,60,95,60,105,65,45,1059860,fighting,,Martial Arts Pokémon,5,0,14.777256965637207,12.324553489685059
621,Druddigon,Crimganクリムガン,485,120,90,60,90,48,77,45,1000000,dragon,,Cave Pokémon,5,0,-15.12349796295166,13.953095436096191
622,Golett,Gobitゴビット,303,74,50,35,50,35,59,190,1000000,ground,ghost,Automaton Pokémon,5,0,-10.701108932495117,-23.800012588500977
623,Golurk,Goloogゴルーグ,483,124,80,55,80,55,89,90,1000000,ground,ghost,Automaton Pokémon,5,0,-13.667102813720703,15.055603981018066
624,Pawniard,Komatanaコマタナ,340,85,70,40,40,60,45,120,1000000,dark,steel,Sharp Blade Pokémon,5,0,-8.871321678161621,-16.534786224365234
625,Bisharp,Kirikizanキリキザン,490,125,100,60,70,70,65,45,1000000,dark,steel,Sword Blade Pokémon,5,0,-18.744182586669922,18.855344772338867
626,Bouffalant,Buffronバッフロン,490,110,95,40,95,55,95,45,1000000,normal,,Bash Buffalo Pokémon,5,0,-12.265753746032715,12.785097122192383
627,Rufflet,Washibonワシボン,350,83,50,37,50,60,70,190,1250000,normal,flying,Eaglet Pokémon,5,0,-6.44689416885376,-13.731865882873535
628,Braviary,Warrgleウォーグル,510,123,75,57,75,80,100,60,1250000,normal,flying,Valiant Pokémon,5,0,-11.727068901062012,19.276897430419922
629,Vullaby,Valchaiバルチャイ,370,55,75,45,65,60,70,190,1250000,dark,flying,Diapered Pokémon,5,0,0.602630078792572,-16.03767204284668
630,Mandibuzz,Vulginaバルジーナ,510,65,105,55,95,80,110,60,1250000,dark,flying,Bone Vulture Pokémon,5,0,-6.325148582458496,22.014917373657227
631,Heatmor,Kuitaranクイタラン,484,97,66,105,66,65,85,90,1000000,fire,,Anteater Pokémon,5,0,9.163691520690918,14.2365140914917
632,Durant,Aiantアイアント,484,109,112,48,48,109,58,90,1000000,bug,steel,Iron Ant Pokémon,5,0,-21.004413604736328,21.658395767211914
633,Deino,Monozuモノズ,300,65,50,45,50,38,52,45,1250000,dark,dragon,Irate Pokémon,5,0,-7.944892883300781,-24.968273162841797
634,Zweilous,Diheadジヘッド,420,85,70,65,70,58,72,45,1250000,dark,dragon,Hostile Pokémon,5,0,-6.342238903045654,3.2872021198272705
635,Hydreigon,Sazandoraサザンドラ,600,105,90,125,90,98,92,45,1250000,dark,dragon,Brutal Pokémon,5,0,19.044652938842773,20.279176712036133
636,Larvesta,Merlarvaメラルバ,360,85,55,50,55,60,55,45,1250000,bug,fire,Torch Pokémon,5,0,-5.043671607971191,-11.835990905761719
637,Volcarona,Ulgamothウルガモス,550,60,65,135,105,100,85,15,1250000,bug,fire,Sun Pokémon,5,0,22.424575805664062,12.389562606811523
638,Cobalion,Cobalonコバルオン,580,90,129,90,72,108,91,3,1250000,steel,fighting,Iron Will Pokémon,5,1,10.957489013671875,29.23282241821289
639,Terrakion,Terrakionテラキオン,580,129,90,72,90,108,91,3,1250000,rock,fighting,Cavern Pokémon,5,1,12.259196281433105,33.6539421081543
640,Virizion,Virizionビリジオン,580,90,72,90,129,108,91,3,1250000,grass,fighting,Grassland Pokémon,5,1,2.509542226791382,31.363767623901367
641,Tornadus,Tornelos (keshin Forme)トルネロス,580,100,80,110,90,121,79,3,1250000,flying,,Cyclone Pokémon,5,1,18.822391510009766,14.41577434539795
642,Thundurus,Voltolos (keshin Forme)ボルトロス,580,105,70,145,80,101,79,3,1250000,electric,flying,Bolt Strike Pokémon,5,1,20.951711654663086,18.16560173034668
643,Reshiram,Reshiramレシラム,680,120,100,150,120,90,100,3,1250000,dragon,fire,Vast White Pokémon,5,1,21.24774169921875,26.307626724243164
644,Zekrom,Zekromゼクロム,680,150,120,120,100,90,100,3,1250000,dragon,electric,Deep Black Pokémon,5,1,19.215513229370117,32.042911529541016
645,Landorus,Landlos (keshin Forme)ランドロス,600,145,90,105,80,91,89,3,1250000,ground,flying,Abundance Pokémon,5,1,17.473039627075195,30.279123306274414
646,Kyurem,Kyuremキュレム,700,120,90,170,100,95,125,3,1250000,dragon,ice,Boundary Pokémon,5,1,22.27519416809082,27.845781326293945
647,Keldeo,Keldeo (itsumo No Sugata)ケルディオ,580,72,90,129,90,108,91,3,1250000,water,fighting,Colt Pokémon,5,1,20.808034896850586,15.349556922912598
648,Meloetta,Meloetta (step Forme)メロエッタ,600,128,90,77,77,128,100,3,1250000,normal,psychic,Melody Pokémon,5,1,11.661343574523926,34.06644821166992
649,Genesect,Genesectゲノセクト,600,120,95,120,95,99,71,3,1250000,bug,steel,Paleozoic Pokémon,5,1,19.9591121673584,21.2506103515625
650,Chespin,Harimaronハリマロン,313,61,65,48,45,38,56,45,1059860,grass,,Spiky Nut Pokémon,6,0,-6.778938293457031,-23.161596298217773
651,Quilladin,Hariborgハリボーグ,405,78,95,56,58,57,61,45,1059860,grass,,Spiny Armor Pokémon,6,0,-9.69930362701416,1.0274447202682495
652,Chesnaught,Brigarronブリガロン,530,107,122,74,75,64,88,45,1059860,grass,fighting,Spiny Armor Pokémon,6,0,-20.156095504760742,14.264416694641113
653,Fennekin,Fokkoフォッコ,307,45,40,62,60,60,40,45,1059860,fire,,Fox Pokémon,6,0,4.852667808532715,-32.11688232421875
654,Braixen,Tairenarテールナー,409,59,58,90,70,73,59,45,1059860,fire,,Fox Pokémon,6,0,13.385794639587402,-1.6945462226867676
655,Delphox,Mahoxyマフォクシー,534,69,72,114,100,104,75,45,1059860,fire,psychic,Fox Pokémon,6,0,20.822574615478516,11.59592342376709
656,Froakie,Keromatsuケロマツ,314,56,40,62,44,71,41,45,1059860,water,,Bubble Frog Pokémon,6,0,3.7220983505249023,-35.14217758178711
657,Frogadier,Gekogashiraゲコガシラ,405,63,52,83,56,97,54,45,1059860,water,,Bubble Frog Pokémon,6,0,16.655139923095703,-2.866013765335083
658,Greninja,Gekkougaゲッコウガ,640,145,67,153,71,132,72,45,1059860,water,dark,Ninja Pokémon,6,0,25.02464485168457,20.338176727294922
659,Bunnelby,Horubeeホルビー,237,36,38,32,36,57,38,255,1000000,normal,,Digging Pokémon,6,0,-5.957229137420654,-39.4481315612793
660,Diggersby,Horudoホルード,423,56,77,50,77,78,85,127,1000000,normal,ground,Digging Pokémon,6,0,4.162418842315674,-4.196791648864746
661,Fletchling,Yayakomaヤヤコマ,278,50,43,40,38,62,45,255,1059860,normal,flying,Tiny Robin Pokémon,6,0,-2.4963908195495605,-35.84489440917969
662,Fletchinder,Hinoyakomaヒノヤコマ,382,73,55,56,52,84,62,120,1059860,fire,flying,Ember Pokémon,6,0,0.6496248841285706,-9.632586479187012
663,Talonflame,Fiarrowファイアロー,499,81,71,74,69,126,78,45,1059860,fire,flying,Scorching Pokémon,6,0,11.46751594543457,4.7606635093688965
664,Scatterbug,Kofukimushiコフキムシ,200,35,40,27,25,35,38,255,1000000,bug,,Scatterdust Pokémon,6,0,-12.048524856567383,-40.33060836791992
665,Spewpa,Kofuuraiコフーライ,213,22,60,27,30,29,45,120,1000000,bug,,Scatterdust Pokémon,6,0,-15.031418800354004,-41.15263748168945
666,Vivillon,Viviyonビビヨン,411,52,50,90,50,89,80,45,1000000,bug,flying,Scale Pokémon,6,0,17.758047103881836,-4.572394371032715
667,Litleo,Shishikoシシコ,369,50,58,73,54,72,62,220,1059860,fire,normal,Lion Cub Pokémon,6,0,4.3001909255981445,-14.085936546325684
668,Pyroar,Kaenjishiカエンジシ,507,68,72,109,66,106,86,65,1059860,fire,normal,Royal Pokémon,6,0,17.66638946533203,5.2483415603637695
669,Flabébé,Flabebeフラベベ,303,38,39,61,79,42,44,225,1000000,fairy,,Single Bloom Pokémon,6,0,7.15512228012085,-28.152448654174805
670,Floette,Floetteフラエッテ,551,65,67,125,128,92,74,120,1000000,fairy,,Fairy Pokémon,6,0,1.698508858680725,27.862306594848633
671,Florges,Florgesフラージェス,552,65,68,112,154,75,78,45,1000000,fairy,,Garden Pokémon,6,0,-0.08414995670318604,28.445632934570312
672,Skiddo,Meecleメェークル,350,65,48,62,57,52,66,200,1000000,grass,,Mount Pokémon,6,0,3.900172472000122,-17.368412017822266
673,Gogoat,Gogoatゴーゴート,531,100,62,97,81,68,123,45,1000000,grass,,Mount Pokémon,6,0,-0.022993050515651703,14.585177421569824
674,Pancham,Yanchamヤンチャム,348,82,62,46,48,43,67,220,1000000,fighting,,Playful Pokémon,6,0,-10.535225868225098,-21.47710418701172
675,Pangoro,Gorondaゴロンダ,495,124,78,69,71,58,95,65,1000000,fighting,dark,Daunting Pokémon,6,0,-13.281009674072266,16.41618537902832
676,Furfrou,Trimmienトリミアン,472,80,60,65,90,102,75,160,1000000,normal,,Poodle Pokémon,6,0,5.944087982177734,-0.3698860704898834
677,Espurr,Nyasperニャスパー,355,48,54,63,60,68,62,190,1000000,psychic,,Restraint Pokémon,6,0,3.84877872467041,-14.590127944946289
678,Meowstic,Nyaonixニャオニクス,466,48,76,83,81,104,74,75,1000000,psychic,,Constraint Pokémon,6,0,17.317768096923828,1.9115312099456787
679,Honedge,Hitotsukiヒトツキ,325,80,100,35,37,28,45,180,1000000,steel,ghost,Sword Pokémon,6,0,-17.012680053710938,-14.62516975402832
680,Doublade,Nidangillニダンギル,448,110,150,45,49,35,59,90,1000000,steel,ghost,Sword Pokémon,6,0,-24.998361587524414,12.54067325592041
681,Aegislash,Gillgardギルガルド,520,150,50,150,50,60,60,45,1000000,steel,ghost,Royal Sword Pokémon,6,0,26.960941314697266,21.205184936523438
682,Spritzee,Shushupuシュシュプ,341,52,60,63,65,23,78,200,1000000,fairy,,Perfume Pokémon,6,0,4.652143955230713,-20.109647750854492
683,Aromatisse,Frefuwanフレフワン,462,72,72,99,89,29,101,140,1000000,fairy,,Fragrance Pokémon,6,0,-3.4189350605010986,18.106843948364258
684,Swirlix,Peroppafuペロッパフ,341,48,66,59,57,49,62,200,1000000,fairy,,Cotton Candy Pokémon,6,0,-0.6513041257858276,-20.719846725463867
685,Slurpuff,Peroreamペロリーム,480,80,86,85,75,72,82,140,1000000,fairy,,Meringue Pokémon,6,0,4.360450744628906,12.247459411621094
686,Inkay,Maaiikaマーイーカ,288,54,53,37,46,45,53,190,1000000,dark,psychic,Revolving Pokémon,6,0,-5.891163349151611,-26.89558982849121
687,Malamar,Calamaneroカラマネロ,482,92,88,68,75,73,86,80,1000000,dark,psychic,Overturning Pokémon,6,0,-8.14718246459961,16.375774383544922
688,Binacle,Kameteteカメテテ,306,52,67,39,56,50,42,120,1000000,rock,water,Two-Handed Pokémon,6,0,-4.053442478179932,-23.477432250976562
689,Barbaracle,Gamenodesガメノデス,500,105,115,54,86,68,72,45,1000000,rock,water,Collective Pokémon,6,0,-19.222246170043945,16.37141227722168
690,Skrelp,Kuzumoクズモー,320,60,60,60,60,30,50,225,1000000,poison,water,Mock Kelp Pokémon,6,0,0.27582821249961853,-22.48891258239746
691,Dragalge,Dramidoroドラミドロ,494,75,90,97,123,44,65,55,1000000,poison,dragon,Mock Kelp Pokémon,6,0,-15.77009105682373,4.8379926681518555
692,Clauncher,Udeppouウデッポウ,330,53,62,58,63,44,50,225,1250000,water,,Water Gun Pokémon,6,0,-0.7119358777999878,-22.521297454833984
693,Clawitzer,Blosterブロスター,500,73,88,120,89,59,71,55,1250000,water,,Howitzer Pokémon,6,0,2.9146435260772705,21.126405715942383
694,Helioptile,Erikiteruエリキテル,289,38,33,61,43,70,44,190,1000000,electric,normal,Generator Pokémon,6,0,4.268744945526123,-37.18429183959961
695,Heliolisk,Elezardエレザード,481,55,52,109,94,109,62,75,1000000,electric,normal,Generator Pokémon,6,0,21.959217071533203,9.57022762298584
696,Tyrunt,Chigorasチゴラス,362,89,77,45,45,48,58,45,1000000,rock,dragon,Royal Heir Pokémon,6,0,-10.316889762878418,-16.675731658935547
697,Tyrantrum,Gachigorasガチゴラス,521,121,119,69,59,71,82,45,1000000,rock,dragon,Despot Pokémon,6,0,-20.87235450744629,16.6820011138916
698,Amaura,Amarusアマルス,362,59,50,67,63,46,77,45,1000000,rock,ice,Tundra Pokémon,6,0,3.77766752243042,-18.391027450561523
699,Aurorus,Amarurugaアマルルガ,521,77,72,99,92,58,123,45,1000000,rock,ice,Tundra Pokémon,6,0,-1.1270867586135864,16.133384704589844
700,Sylveon,Nymphiaニンフィア,525,65,65,110,130,60,95,45,1000000,fairy,,Intertwining Pokémon,6,0,-0.1676582247018814,27.117475509643555
701,Hawlucha,Luchabullルチャブル,500,92,75,74,63,118,78,100,1000000,fighting,flying,Wrestling Pokémon,6,0,10.55691146850586,5.51283597946167
702,Dedenne,Dedenneデデンネ,431,58,57,81,67,101,67,180,1000000,electric,fairy,Antenna Pokémon,6,0,17.151933670043945,-0.5042561292648315
703,Carbink,Melecieメレシー,500,50,150,50,150,50,50,60,1250000,rock,fairy,Jewel Pokémon,6,0,-21.670297622680664,0.5055341720581055
704,Goomy,Numeraヌメラ,300,50,35,55,75,40,45,45,1250000,dragon,,Soft Tissue Pokémon,6,0,6.7559003829956055,-27.74416732788086
705,Sliggoo,Numeilヌメイル,452,75,53,83,113,60,68,45,1250000,dragon,,Soft Tissue Pokémon,6,0,-3.827064037322998,25.238805770874023
706,Goodra,Numelgonヌメルゴン,600,100,70,110,150,80,90,45,1250000,dragon,,Dragon Pokémon,6,0,4.124783992767334,32.12074279785156
707,Klefki,Cleffyクレッフィ,470,80,91,80,87,75,57,75,800000,steel,fairy,Key Ring Pokémon,6,0,3.1986162662506104,10.623045921325684
708,Phantump,Bokureiボクレー,309,70,48,50,60,38,43,120,1000000,ghost,grass,Stump Pokémon,6,0,-8.277469635009766,-26.362468719482422
709,Trevenant,Ohrotオーロット,474,110,76,65,82,56,85,60,1000000,ghost,grass,Elder Tree Pokémon,6,0,-12.56617546081543,14.83404541015625
710,Pumpkaboo,Bakecchaバケッチャ,335,66,70,44,55,41,59,120,1000000,ghost,grass,Pumpkin Pokémon,6,0,-7.099933624267578,-22.19735336303711
711,Gourgeist,Pumpjinパンプジン,494,100,122,58,75,54,85,60,1000000,ghost,grass,Pumpkin Pokémon,6,0,-21.2565975189209,13.687204360961914
712,Bergmite,Kachikohruカチコール,304,69,85,32,35,28,55,190,1000000,ice,,Ice Chunk Pokémon,6,0,-16.496374130249023,-16.31541633605957
713,Avalugg,Crebaseクレベース,514,117,184,44,46,28,95,55,1000000,ice,,Iceberg Pokémon,6,0,-25.974809646606445,13.697427749633789
714,Noibat,Onbatオンバット,245,30,35,45,40,55,40,190,1000000,flying,dragon,Sound Wave Pokémon,6,0,-6.407405376434326,-40.5189094543457
715,Noivern,Onvernオンバーン,535,70,80,97,80,123,85,45,1000000,flying,dragon,Sound Wave Pokémon,6,0,19.177244186401367,5.927005767822266
716,Xerneas,Xerneasゼルネアス,680,131,95,131,98,99,126,45,1250000,fairy,,Life Pokémon,6,1,21.823240280151367,29.682621002197266
717,Yveltal,Yveltalイベルタル,680,131,95,131,98,99,126,45,1250000,dark,flying,Destruction Pokémon,6,1,21.823617935180664,29.683008193969727
718,Zygarde,Zygarde (10% Forme)ジガルデ,708,100,121,91,95,85,216,3,1250000,dragon,ground,Order Pokémon,6,1,24.17963981628418,31.12055778503418
719,Diancie,Diancieディアンシー,700,160,110,160,110,110,50,3,1250000,rock,fairy,Jewel Pokémon,6,1,23.392305374145508,24.272449493408203
720,Hoopa,Hoopa (imashimerareshi Hoopa)フーパ,680,160,60,170,130,80,80,3,1250000,psychic,ghost,Mischief Pokémon (Confined)Djinn Pokémonn (Unbound),6,1,23.550151824951172,25.6516056060791
721,Volcanion,Volcanionボルケニオン,600,110,120,130,90,70,80,3,1250000,fire,water,Steam Pokémon,6,1,17.060680389404297,24.19932746887207
722,Rowlet,Mokurohモクロー,320,55,55,50,50,42,68,45,1059860,grass,flying,Grass Quill Pokémon,7,0,-4.135538101196289,-25.73925018310547
723,Dartrix,Fukuthrowフクスロー,420,75,75,70,70,52,78,45,1059860,grass,flying,Blade Quill Pokémon,7,0,-6.396785736083984,3.981654167175293
724,Decidueye,Junaiperジュナイパー,530,107,75,100,100,70,78,45,1059860,grass,ghost,Arrow Quill Pokémon,7,0,10.86342716217041,21.063020706176758
725,Litten,Nyabbyニャビー,320,65,40,60,40,70,45,45,1059860,fire,,Fire Cat Pokémon,7,0,2.783428907394409,-35.58899688720703
726,Torracat,Nyaheatニャヒート,420,85,50,80,50,90,65,45,1059860,fire,,Fire Cat Pokémon,7,0,14.787962913513184,-5.0080718994140625
727,Incineroar,Gaogaenガオガエン,530,115,90,80,90,60,95,45,1059860,fire,dark,Heel Pokémon,7,0,-13.489627838134766,13.800105094909668
728,Popplio,Ashimariアシマリ,320,54,54,66,56,40,50,45,1059860,water,,Sea Lion Pokémon,7,0,1.6849697828292847,-22.663917541503906
729,Brionne,Osyamariオシャマリ,420,69,69,91,81,50,60,45,1059860,water,,Pop Star Pokémon,7,0,-3.83376145362854,0.3644964396953583
730,Primarina,Ashireneアシレーヌ,530,74,74,126,116,60,80,45,1059860,water,fairy,Soloist Pokémon,7,0,1.7957065105438232,23.423994064331055
731,Pikipek,Tsutsukeraツツケラ,265,75,30,30,30,65,35,255,1000000,normal,flying,Woodpecker Pokémon,7,0,-9.277052879333496,-32.07830047607422
732,Trumbeak,Kerarappaケララッパ,355,85,50,40,50,75,55,120,1000000,normal,flying,Bugle Beak Pokémon,7,0,-4.1216959953308105,-13.972061157226562
733,Toucannon,Dodekabashiドデカバシ,485,120,75,75,75,60,80,45,1000000,normal,flying,Cannon Pokémon,7,0,-12.601461410522461,15.699554443359375
